Fecha,Usd_blue,Usd_oficial,Var_Por,econ,bcra,misc,pres,fina,trea
2017-06-30,16.84,16.6,1.4458,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-03,16.84,16.68,0.9592,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-04,16.96,16.87,0.5335,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-05,17.21,17.0,1.2353,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-06,17.25,17.15,0.5831,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-07,17.2,16.97,1.3553,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-10,17.3,16.99,1.8246,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-11,17.42,16.99,2.5309,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-12,17.5,16.97,3.1232,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-13,17.6,16.95,3.8348,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-14,17.57,16.87,4.1494,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-17,17.72,16.88,4.9763,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-18,17.84,17.03,4.7563,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-19,17.82,17.31,2.9463,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-20,17.84,17.13,4.1448,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-21,17.96,17.34,3.5755,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-24,18.05,17.54,2.9076,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-25,18.14,17.41,4.193,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-26,18.27,17.47,4.5793,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-27,18.42,17.56,4.8975,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-28,18.43,17.76,3.7725,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-07-31,18.09,17.67,2.3769,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-01,18.09,17.61,2.7257,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-02,18.26,17.56,3.9863,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-03,18.18,17.64,3.0612,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-04,18.15,17.65,2.8329,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-07,18.19,17.7,2.7684,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-08,18.4,17.71,3.8961,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-09,18.41,17.78,3.5433,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-10,18.48,17.73,4.2301,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-11,18.48,17.71,4.3478,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-14,18.1,17.15,5.5394,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-15,18.15,17.06,6.3892,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-16,18.3,17.11,6.955,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-17,18.35,17.27,6.2536,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-18,18.3,17.28,5.9028,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-22,18.32,17.23,6.3262,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-23,18.3,17.22,6.2718,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-24,18.26,17.18,6.2864,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-25,18.28,17.22,6.1556,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-28,18.31,17.22,6.3298,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-29,18.29,17.31,5.6615,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-30,18.26,17.44,4.7018,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-08-31,18.26,17.37,5.1238,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-01,18.15,17.24,5.2784,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-04,18.1,17.24,4.9884,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-05,17.99,17.26,4.2294,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-06,17.95,17.22,4.2393,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-07,17.83,17.22,3.5424,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-08,17.88,17.21,3.8931,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-11,17.94,17.2,4.3023,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-12,17.88,17.11,4.5003,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-13,17.85,17.06,4.6307,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-14,17.86,17.01,4.9971,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-15,17.84,16.97,5.1267,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-18,17.92,17.06,5.041,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-19,17.95,17.2,4.3605,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-20,17.97,17.15,4.7813,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-21,17.95,17.28,3.8773,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-22,17.95,17.3,3.7572,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-25,17.97,17.41,3.2165,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-26,18.05,17.61,2.4986,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-27,17.99,17.57,2.3904,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-28,17.97,17.56,2.3349,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-09-29,17.91,17.32,3.4065,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-02,17.96,17.35,3.5159,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-03,17.9,17.43,2.6965,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-04,17.82,17.36,2.6498,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-05,17.8,17.34,2.6528,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-06,17.78,17.51,1.542,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-09,17.87,17.47,2.2896,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-10,17.86,17.44,2.4083,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-11,17.85,17.43,2.4096,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-12,17.89,17.43,2.6391,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-13,17.9,17.36,3.1106,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-17,18.02,17.38,3.6824,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-18,18.05,17.33,4.1546,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-19,17.98,17.4,3.3333,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-20,18.01,17.47,3.091,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-23,18.07,17.32,4.3303,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-24,18.14,17.5,3.6571,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-25,18.1,17.45,3.7249,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-26,18.08,17.53,3.1375,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-27,18.12,17.68,2.4887,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-30,18.15,17.66,2.7746,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-10-31,18.1,17.67,2.4335,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-01,18.03,17.65,2.153,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-02,18.03,17.57,2.6181,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-03,18.01,17.56,2.5626,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-07,18.0,17.67,1.8676,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-08,17.9,17.56,1.9362,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-09,17.95,17.54,2.3375,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-10,17.98,17.52,2.6256,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-13,18.08,17.54,3.0787,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-14,18.07,17.49,3.3162,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-15,18.06,17.53,3.0234,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-16,18.06,17.49,3.259,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-17,18.09,17.49,3.4305,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-21,18.12,17.51,3.4837,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-22,18.14,17.47,3.8351,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-23,18.1,17.42,3.9036,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-24,18.07,17.37,4.0299,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-27,18.11,17.33,4.5009,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-28,18.14,17.33,4.674,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-29,18.12,17.42,4.0184,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-11-30,17.96,17.38,3.3372,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-01,18.01,17.26,4.3453,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-04,18.07,17.26,4.6929,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-05,17.96,17.35,3.5159,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-06,17.95,17.29,3.8172,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-07,17.88,17.31,3.2929,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-11,17.93,17.27,3.8217,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-12,17.95,17.26,3.9977,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-13,17.93,17.32,3.5219,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-14,17.96,17.36,3.4562,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-15,18.09,17.55,3.0769,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-18,18.25,17.56,3.9294,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-19,18.16,17.57,3.358,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-20,18.06,17.78,1.5748,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-21,18.09,17.87,1.2311,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-22,18.3,18.01,1.6102,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-26,18.9,18.25,3.5616,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-27,19.05,18.44,3.308,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-28,19.27,18.83,2.3367,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2017-12-29,19.28,18.77,2.7171,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-02,19.25,18.55,3.7736,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-03,19.29,18.42,4.7231,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-04,19.41,18.61,4.2988,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-05,19.45,18.86,3.1283,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-08,19.58,19.07,2.6744,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-09,19.54,19.05,2.5722,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-10,19.32,18.72,3.2051,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-11,19.41,18.65,4.0751,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-12,19.54,18.72,4.3803,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-15,19.61,18.72,4.7543,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-16,19.6,18.83,4.0892,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-17,19.62,18.89,3.8645,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-18,19.64,18.85,4.191,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-19,19.69,18.96,3.8502,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-22,19.8,19.07,3.828,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-23,19.88,19.32,2.8986,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-24,20.03,19.53,2.5602,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-25,19.96,19.49,2.4115,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-26,19.98,19.52,2.3566,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-29,20.03,19.57,2.3505,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-30,20.04,19.6,2.2449,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-01-31,19.95,19.65,1.5267,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-01,19.93,19.47,2.3626,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-02,19.92,19.5,2.1538,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-05,19.92,19.53,1.9969,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-06,19.89,19.69,1.0157,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-07,19.85,19.62,1.1723,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-08,19.93,19.84,0.4536,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-09,20.23,20.13,0.4968,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-14,19.96,20.03,-0.3495,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-15,19.86,19.74,0.6079,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-16,19.91,19.67,1.2201,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-19,20.23,19.84,1.9657,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-20,20.16,19.94,1.1033,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-21,20.11,19.92,0.9538,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-22,20.07,19.94,0.652,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-23,20.1,19.97,0.651,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-26,20.37,20.04,1.6467,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
2018-02-27,20.28,20.16,0.5952,Axel Kicillof,Federico Sturzenegger,Levantamiento del Cepo al Dolar,Mauricio Macri,Luis Caputo,Nicolas Dujovne
